Date,Change.C,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
30/5/2019,-5.25,-0.95,0.07,-0.61,-1.75,138.82,0.07,2.38,-1.32,0.97,-19.26,2.38,5.57,3.84,6.93,15.11,5.58,0.6,4.61,-0.8,17.25,0.61,1.85,1.05,2.55,-14.8
29/5/2019,-0.95,0.07,2.38,-1.32,0.97,-19.26,2.38,5.57,3.84,6.93,15.11,5.58,0.6,4.61,-0.8,17.25,0.61,1.85,1.05,2.55,-14.8,1.84,0.14,2.8,4.25,-22.95
28/5/2019,0.07,2.38,5.57,3.84,6.93,15.11,5.58,0.6,4.61,-0.8,17.25,0.61,1.85,1.05,2.55,-14.8,1.84,0.14,2.8,4.25,-22.95,0.14,-3.69,-4.77,-4.05,20.68
27/5/2019,2.38,5.58,0.6,4.61,-0.8,17.25,0.61,1.85,1.05,2.55,-14.8,1.84,0.14,2.8,4.25,-22.95,0.14,-3.69,-4.77,-4.05,20.68,-3.71,1.19,-0.72,-2.09,5.76
26/5/2019,5.58,0.61,1.85,1.05,2.55,-14.8,1.84,0.14,2.8,4.25,-22.95,0.14,-3.69,-4.77,-4.05,20.68,-3.71,1.19,-0.72,-2.09,5.76,1.21,-3.45,0.74,3.44,-17.29
25/5/2019,0.61,1.84,0.14,2.8,4.25,-22.95,0.14,-3.69,-4.77,-4.05,20.68,-3.71,1.19,-0.72,-2.09,5.76,1.21,-3.45,0.74,3.44,-17.29,-3.43,11.04,-1.28,2.49,-13.91
24/5/2019,1.84,0.14,-3.69,-4.77,-4.05,20.68,-3.71,1.19,-0.72,-2.09,5.76,1.21,-3.45,0.74,3.44,-17.29,-3.43,11.04,-1.28,2.49,-13.91,11.01,-4.3,6.14,0.31,3.23
23/5/2019,0.14,-3.71,1.19,-0.72,-2.09,5.76,1.21,-3.45,0.74,3.44,-17.29,-3.43,11.04,-1.28,2.49,-13.91,11.01,-4.3,6.14,0.31,3.23,-4.32,-7.67,-7.45,3.34,-38.2
22/5/2019,-3.71,1.21,-3.45,0.74,3.44,-17.29,-3.43,11.04,-1.28,2.49,-13.91,11.01,-4.3,6.14,0.31,3.23,-4.32,-7.67,-7.45,3.34,-38.2,-7.65,6.67,-3.85,-8.04,-10.34
21/5/2019,1.21,-3.43,11.04,-1.28,2.49,-13.91,11.01,-4.3,6.14,0.31,3.23,-4.32,-7.67,-7.45,3.34,-38.2,-7.65,6.67,-3.85,-8.04,-10.34,6.67,14.17,11.51,12.4,34.73
20/5/2019,-3.43,11.01,-4.3,6.14,0.31,3.23,-4.32,-7.67,-7.45,3.34,-38.2,-7.65,6.67,-3.85,-8.04,-10.34,6.67,14.17,11.51,12.4,34.73,14.13,10.89,13.53,11.32,11.07
19/5/2019,11.01,-4.32,-7.67,-7.45,3.34,-38.2,-7.65,6.67,-3.85,-8.04,-10.34,6.67,14.17,11.51,12.4,34.73,14.13,10.89,13.53,11.32,11.07,10.92,4.21,6.75,5.13,13.51
18/5/2019,-4.32,-7.65,6.67,-3.85,-8.04,-10.34,6.67,14.17,11.51,12.4,34.73,14.13,10.89,13.53,11.32,11.07,10.92,4.21,6.75,5.13,13.51,4.23,-2.12,1.56,1.58,-20.09
17/5/2019,-7.65,6.67,14.17,11.51,12.4,34.73,14.13,10.89,13.53,11.32,11.07,10.92,4.21,6.75,5.13,13.51,4.23,-2.12,1.56,1.58,-20.09,-2.18,11.22,-0.87,5.82,-11.39
16/5/2019,6.67,14.13,10.89,13.53,11.32,11.07,10.92,4.21,6.75,5.13,13.51,4.23,-2.12,1.56,1.58,-20.09,-2.18,11.22,-0.87,5.82,-11.39,11.29,1.13,16.46,2.3,64.18
15/5/2019,14.13,10.92,4.21,6.75,5.13,13.51,4.23,-2.12,1.56,1.58,-20.09,-2.18,11.22,-0.87,5.82,-11.39,11.29,1.13,16.46,2.3,64.18,1.13,0.05,1.44,1.1,26.92
14/5/2019,10.92,4.23,-2.12,1.56,1.58,-20.09,-2.18,11.22,-0.87,5.82,-11.39,11.29,1.13,16.46,2.3,64.18,1.13,0.05,1.44,1.1,26.92,0.04,0.84,0.35,0.8,2.87
13/5/2019,4.23,-2.18,11.22,-0.87,5.82,-11.39,11.29,1.13,16.46,2.3,64.18,1.13,0.05,1.44,1.1,26.92,0.04,0.84,0.35,0.8,2.87,0.84,-2.11,-4.8,-1.99,-35.98
12/5/2019,-2.18,11.29,1.13,16.46,2.3,64.18,1.13,0.05,1.44,1.1,26.92,0.04,0.84,0.35,0.8,2.87,0.84,-2.11,-4.8,-1.99,-35.98,-2.12,6.11,2.49,5.89,17.42
11/5/2019,11.29,1.13,0.05,1.44,1.1,26.92,0.04,0.84,0.35,0.8,2.87,0.84,-2.11,-4.8,-1.99,-35.98,-2.12,6.11,2.49,5.89,17.42,6.12,-0.39,7.1,0.06,51.87
10/5/2019,1.13,0.04,0.84,0.35,0.8,2.87,0.84,-2.11,-4.8,-1.99,-35.98,-2.12,6.11,2.49,5.89,17.42,6.12,-0.39,7.1,0.06,51.87,-0.4,-2.5,-3.39,-0.5,-16.52
9/5/2019,0.04,0.84,-2.11,-4.8,-1.99,-35.98,-2.12,6.11,2.49,5.89,17.42,6.12,-0.39,7.1,0.06,51.87,-0.4,-2.5,-3.39,-0.5,-16.52,-2.49,3.84,0.73,-0.31,0
8/5/2019,0.84,-2.12,6.11,2.49,5.89,17.42,6.12,-0.39,7.1,0.06,51.87,-0.4,-2.5,-3.39,-0.5,-16.52,-2.49,3.84,0.73,-0.31,0,3.84,0.82,4.25,1.03,25.83
7/5/2019,-2.12,6.12,-0.39,7.1,0.06,51.87,-0.4,-2.5,-3.39,-0.5,-16.52,-2.49,3.84,0.73,-0.31,0,3.84,0.82,4.25,1.03,25.83,0.8,-0.92,-0.5,0.23,5.04
6/5/2019,6.12,-0.4,-2.5,-3.39,-0.5,-16.52,-2.49,3.84,0.73,-0.31,0,3.84,0.82,4.25,1.03,25.83,0.8,-0.92,-0.5,0.23,5.04,-0.88,4.45,0.7,2.52,-19.12
5/5/2019,-0.4,-2.49,3.84,0.73,-0.31,0,3.84,0.82,4.25,1.03,25.83,0.8,-0.92,-0.5,0.23,5.04,-0.88,4.45,0.7,2.52,-19.12,4.43,-2.12,2.14,1.53,-10.48
4/5/2019,-2.49,3.84,0.82,4.25,1.03,25.83,0.8,-0.92,-0.5,0.23,5.04,-0.88,4.45,0.7,2.52,-19.12,4.43,-2.12,2.14,1.53,-10.48,-2.11,-0.71,-0.7,-3.14,29.11
3/5/2019,3.84,0.8,-0.92,-0.5,0.23,5.04,-0.88,4.45,0.7,2.52,-19.12,4.43,-2.12,2.14,1.53,-10.48,-2.11,-0.71,-0.7,-3.14,29.11,-0.72,0.93,-1.03,0.51,-2.7
2/5/2019,0.8,-0.88,4.45,0.7,2.52,-19.12,4.43,-2.12,2.14,1.53,-10.48,-2.11,-0.71,-0.7,-3.14,29.11,-0.72,0.93,-1.03,0.51,-2.7,0.91,1.8,0.08,2.9,-26.13
1/5/2019,-0.88,4.43,-2.12,2.14,1.53,-10.48,-2.11,-0.71,-0.7,-3.14,29.11,-0.72,0.93,-1.03,0.51,-2.7,0.91,1.8,0.08,2.9,-26.13,1.8,-6.09,-2.41,0.39,6.86
30/4/2019,4.43,-2.11,-0.71,-0.7,-3.14,29.11,-0.72,0.93,-1.03,0.51,-2.7,0.91,1.8,0.08,2.9,-26.13,1.8,-6.09,-2.41,0.39,6.86,-6.08,-2.77,-2.77,-2.03,-7.15
29/4/2019,-2.11,-0.72,0.93,-1.03,0.51,-2.7,0.91,1.8,0.08,2.9,-26.13,1.8,-6.09,-2.41,0.39,6.86,-6.08,-2.77,-2.77,-2.03,-7.15,-2.78,-0.54,-3.06,-8.37,14.16
28/4/2019,-0.72,0.91,1.8,0.08,2.9,-26.13,1.8,-6.09,-2.41,0.39,6.86,-6.08,-2.77,-2.77,-2.03,-7.15,-2.78,-0.54,-3.06,-8.37,14.16,-0.54,1.41,2.09,1.16,17.98
27/4/2019,0.91,1.8,-6.09,-2.41,0.39,6.86,-6.08,-2.77,-2.77,-2.03,-7.15,-2.78,-0.54,-3.06,-8.37,14.16,-0.54,1.41,2.09,1.16,17.98,1.39,-2.54,-0.63,1.37,-1.82
26/4/2019,1.8,-6.08,-2.77,-2.77,-2.03,-7.15,-2.78,-0.54,-3.06,-8.37,14.16,-0.54,1.41,2.09,1.16,17.98,1.39,-2.54,-0.63,1.37,-1.82,-2.44,0.06,-1.86,-3.15,7.2
25/4/2019,-6.08,-2.78,-0.54,-3.06,-8.37,14.16,-0.54,1.41,2.09,1.16,17.98,1.39,-2.54,-0.63,1.37,-1.82,-2.44,0.06,-1.86,-3.15,7.2,-0.03,-0.32,1.9,0.6,-11.56
24/4/2019,-2.78,-0.54,1.41,2.09,1.16,17.98,1.39,-2.54,-0.63,1.37,-1.82,-2.44,0.06,-1.86,-3.15,7.2,-0.03,-0.32,1.9,0.6,-11.56,-0.31,4.48,-0.92,2.28,-8.86
23/4/2019,-0.54,1.39,-2.54,-0.63,1.37,-1.82,-2.44,0.06,-1.86,-3.15,7.2,-0.03,-0.32,1.9,0.6,-11.56,-0.31,4.48,-0.92,2.28,-8.86,4.48,0.18,4.67,0.68,34.39
22/4/2019,1.39,-2.44,0.06,-1.86,-3.15,7.2,-0.03,-0.32,1.9,0.6,-11.56,-0.31,4.48,-0.92,2.28,-8.86,4.48,0.18,4.67,0.68,34.39,0.15,3.4,0.34,2.97,-1.31
21/4/2019,-2.44,-0.03,-0.32,1.9,0.6,-11.56,-0.31,4.48,-0.92,2.28,-8.86,4.48,0.18,4.67,0.68,34.39,0.15,3.4,0.34,2.97,-1.31,3.42,-4.27,-1.18,3.82,-0.65
20/4/2019,-0.03,-0.31,4.48,-0.92,2.28,-8.86,4.48,0.18,4.67,0.68,34.39,0.15,3.4,0.34,2.97,-1.31,3.42,-4.27,-1.18,3.82,-0.65,-4.26,2.52,0.27,-4.87,30.9
19/4/2019,-0.31,4.48,0.18,4.67,0.68,34.39,0.15,3.4,0.34,2.97,-1.31,3.42,-4.27,-1.18,3.82,-0.65,-4.26,2.52,0.27,-4.87,30.9,2.51,-0.17,1.76,0.11,6.7
18/4/2019,4.48,0.15,3.4,0.34,2.97,-1.31,3.42,-4.27,-1.18,3.82,-0.65,-4.26,2.52,0.27,-4.87,30.9,2.51,-0.17,1.76,0.11,6.7,-0.17,-0.55,-0.49,1.52,-22.47
17/4/2019,0.15,3.42,-4.27,-1.18,3.82,-0.65,-4.26,2.52,0.27,-4.87,30.9,2.51,-0.17,1.76,0.11,6.7,-0.17,-0.55,-0.49,1.52,-22.47,-0.54,-7.34,-6.5,-0.42,-35.91
16/4/2019,3.42,-4.26,2.52,0.27,-4.87,30.9,2.51,-0.17,1.76,0.11,6.7,-0.17,-0.55,-0.49,1.52,-22.47,-0.54,-7.34,-6.5,-0.42,-35.91,-7.33,1.31,-3.19,-7,-8.18
15/4/2019,-4.26,2.51,-0.17,1.76,0.11,6.7,-0.17,-0.55,-0.49,1.52,-22.47,-0.54,-7.34,-6.5,-0.42,-35.91,-7.33,1.31,-3.19,-7,-8.18,1.3,-2.27,2.37,-0.31,11.83
14/4/2019,2.51,-0.17,-0.55,-0.49,1.52,-22.47,-0.54,-7.34,-6.5,-0.42,-35.91,-7.33,1.31,-3.19,-7,-8.18,1.3,-2.27,2.37,-0.31,11.83,-2.27,2.78,-3.4,0.16,-27.04
13/4/2019,-0.17,-0.54,-7.34,-6.5,-0.42,-35.91,-7.33,1.31,-3.19,-7,-8.18,1.3,-2.27,2.37,-0.31,11.83,-2.27,2.78,-3.4,0.16,-27.04,2.77,5.28,5.8,4.69,50.1
12/4/2019,-0.54,-7.33,1.31,-3.19,-7,-8.18,1.3,-2.27,2.37,-0.31,11.83,-2.27,2.78,-3.4,0.16,-27.04,2.77,5.28,5.8,4.69,50.1,5.3,0.39,1.65,2.47,-4.73
11/4/2019,-7.33,1.3,-2.27,2.37,-0.31,11.83,-2.27,2.78,-3.4,0.16,-27.04,2.77,5.28,5.8,4.69,50.1,5.3,0.39,1.65,2.47,-4.73,0.38,4.76,3.1,2.43,3.08
10/4/2019,1.3,-2.27,2.78,-3.4,0.16,-27.04,2.77,5.28,5.8,4.69,50.1,5.3,0.39,1.65,2.47,-4.73,0.38,4.76,3.1,2.43,3.08,4.76,-1.81,1.83,2.06,-25.76
9/4/2019,-2.27,2.77,5.28,5.8,4.69,50.1,5.3,0.39,1.65,2.47,-4.73,0.38,4.76,3.1,2.43,3.08,4.76,-1.81,1.83,2.06,-25.76,-1.81,-1.91,-7.31,0.67,-71.57
8/4/2019,2.77,5.3,0.39,1.65,2.47,-4.73,0.38,4.76,3.1,2.43,3.08,4.76,-1.81,1.83,2.06,-25.76,-1.81,-1.91,-7.31,0.67,-71.57,-1.91,15.53,7.18,7.75,32.28
7/4/2019,5.3,0.38,4.76,3.1,2.43,3.08,4.76,-1.81,1.83,2.06,-25.76,-1.81,-1.91,-7.31,0.67,-71.57,-1.91,15.53,7.18,7.75,32.28,15.53,-0.19,15.45,0.73,204.05
6/4/2019,0.38,4.76,-1.81,1.83,2.06,-25.76,-1.81,-1.91,-7.31,0.67,-71.57,-1.91,15.53,7.18,7.75,32.28,15.53,-0.19,15.45,0.73,204.05,-0.2,-0.62,0.41,-0.32,27.01
5/4/2019,4.76,-1.81,-1.91,-7.31,0.67,-71.57,-1.91,15.53,7.18,7.75,32.28,15.53,-0.19,15.45,0.73,204.05,-0.2,-0.62,0.41,-0.32,27.01,-0.6,-0.51,-2.17,0.2,-27.17
4/4/2019,-1.81,-1.91,15.53,7.18,7.75,32.28,15.53,-0.19,15.45,0.73,204.05,-0.2,-0.62,0.41,-0.32,27.01,-0.6,-0.51,-2.17,0.2,-27.17,-0.51,3.77,1.62,1.67,5.96
3/4/2019,-1.91,15.53,-0.19,15.45,0.73,204.05,-0.2,-0.62,0.41,-0.32,27.01,-0.6,-0.51,-2.17,0.2,-27.17,-0.51,3.77,1.62,1.67,5.96,3.79,-1.05,2.28,0.33,27
2/4/2019,15.53,-0.2,-0.62,0.41,-0.32,27.01,-0.6,-0.51,-2.17,0.2,-27.17,-0.51,3.77,1.62,1.67,5.96,3.79,-1.05,2.28,0.33,27,-1.07,3.91,0.18,2.83,-38.46
1/4/2019,-0.2,-0.6,-0.51,-2.17,0.2,-27.17,-0.51,3.77,1.62,1.67,5.96,3.79,-1.05,2.28,0.33,27,-1.07,3.91,0.18,2.83,-38.46,3.93,0.09,3.77,0.97,63.36
31/3/2019,-0.6,-0.51,3.77,1.62,1.67,5.96,3.79,-1.05,2.28,0.33,27,-1.07,3.91,0.18,2.83,-38.46,3.93,0.09,3.77,0.97,63.36,0.09,-1.61,-1.5,0.19,-17.58
30/3/2019,-0.51,3.79,-1.05,2.28,0.33,27,-1.07,3.91,0.18,2.83,-38.46,3.93,0.09,3.77,0.97,63.36,0.09,-1.61,-1.5,0.19,-17.58,-1.61,-0.79,-0.35,-2.32,18.94
29/3/2019,3.79,-1.07,3.91,0.18,2.83,-38.46,3.93,0.09,3.77,0.97,63.36,0.09,-1.61,-1.5,0.19,-17.58,-1.61,-0.79,-0.35,-2.32,18.94,-0.79,0.81,-0.56,-0.19,5.46
28/3/2019,-1.07,3.93,0.09,3.77,0.97,63.36,0.09,-1.61,-1.5,0.19,-17.58,-1.61,-0.79,-0.35,-2.32,18.94,-0.79,0.81,-0.56,-0.19,5.46,0.81,0.97,0.63,0.82,-10.02
27/3/2019,3.93,0.09,-1.61,-1.5,0.19,-17.58,-1.61,-0.79,-0.35,-2.32,18.94,-0.79,0.81,-0.56,-0.19,5.46,0.81,0.97,0.63,0.82,-10.02,0.97,-3.02,-1.65,1.2,-21.39
26/3/2019,0.09,-1.61,-0.79,-0.35,-2.32,18.94,-0.79,0.81,-0.56,-0.19,5.46,0.81,0.97,0.63,0.82,-10.02,0.97,-3.02,-1.65,1.2,-21.39,-3.01,0.43,-0.01,-2.57,23.8
25/3/2019,-1.61,-0.79,0.81,-0.56,-0.19,5.46,0.81,0.97,0.63,0.82,-10.02,0.97,-3.02,-1.65,1.2,-21.39,-3.01,0.43,-0.01,-2.57,23.8,0.43,0.58,0.18,-0.39,-3.51
24/3/2019,-0.79,0.81,0.97,0.63,0.82,-10.02,0.97,-3.02,-1.65,1.2,-21.39,-3.01,0.43,-0.01,-2.57,23.8,0.43,0.58,0.18,-0.39,-3.51,0.58,-0.71,-1.67,0.18,-15.77
23/3/2019,0.81,0.97,-3.02,-1.65,1.2,-21.39,-3.01,0.43,-0.01,-2.57,23.8,0.43,0.58,0.18,-0.39,-3.51,0.58,-0.71,-1.67,0.18,-15.77,-0.71,-1.59,0.5,-0.55,31.46
22/3/2019,0.97,-3.01,0.43,-0.01,-2.57,23.8,0.43,0.58,0.18,-0.39,-3.51,0.58,-0.71,-1.67,0.18,-15.77,-0.71,-1.59,0.5,-0.55,31.46,-1.59,3.2,-1.93,0.63,-42.04
21/3/2019,-3.01,0.43,0.58,0.18,-0.39,-3.51,0.58,-0.71,-1.67,0.18,-15.77,-0.71,-1.59,0.5,-0.55,31.46,-1.59,3.2,-1.93,0.63,-42.04,3.22,3.27,4.55,3.25,34.58
20/3/2019,0.43,0.58,-0.71,-1.67,0.18,-15.77,-0.71,-1.59,0.5,-0.55,31.46,-1.59,3.2,-1.93,0.63,-42.04,3.22,3.27,4.55,3.25,34.58,3.25,0.36,2.12,1.5,28.19
19/3/2019,0.58,-0.71,-1.59,0.5,-0.55,31.46,-1.59,3.2,-1.93,0.63,-42.04,3.22,3.27,4.55,3.25,34.58,3.25,0.36,2.12,1.5,28.19,0.36,-1.38,0.73,-0.55,2.09
18/3/2019,-0.71,-1.59,3.2,-1.93,0.63,-42.04,3.22,3.27,4.55,3.25,34.58,3.25,0.36,2.12,1.5,28.19,0.36,-1.38,0.73,-0.55,2.09,-1.37,0.62,-0.81,1.6,-26.4
17/3/2019,-1.59,3.22,3.27,4.55,3.25,34.58,3.25,0.36,2.12,1.5,28.19,0.36,-1.38,0.73,-0.55,2.09,-1.37,0.62,-0.81,1.6,-26.4,0.61,-2.01,-0.95,-1.91,16.65
16/3/2019,3.22,3.25,0.36,2.12,1.5,28.19,0.36,-1.38,0.73,-0.55,2.09,-1.37,0.62,-0.81,1.6,-26.4,0.61,-2.01,-0.95,-1.91,16.65,-2.01,-1.31,-1.1,-2.13,21.28
15/3/2019,3.25,0.36,-1.38,0.73,-0.55,2.09,-1.37,0.62,-0.81,1.6,-26.4,0.61,-2.01,-0.95,-1.91,16.65,-2.01,-1.31,-1.1,-2.13,21.28,-1.31,2.75,-0.59,0.86,-14.64
14/3/2019,0.36,-1.37,0.62,-0.81,1.6,-26.4,0.61,-2.01,-0.95,-1.91,16.65,-2.01,-1.31,-1.1,-2.13,21.28,-1.31,2.75,-0.59,0.86,-14.64,2.74,-2.26,-0.63,1.31,-12.84
13/3/2019,-1.37,0.61,-2.01,-0.95,-1.91,16.65,-2.01,-1.31,-1.1,-2.13,21.28,-1.31,2.75,-0.59,0.86,-14.64,2.74,-2.26,-0.63,1.31,-12.84,-2.25,-0.5,-0.38,-2.99,-6.85
12/3/2019,0.61,-2.01,-1.31,-1.1,-2.13,21.28,-1.31,2.75,-0.59,0.86,-14.64,2.74,-2.26,-0.63,1.31,-12.84,-2.25,-0.5,-0.38,-2.99,-6.85,-0.5,0.58,-6.36,1.33,-9.59
11/3/2019,-2.01,-1.31,2.75,-0.59,0.86,-14.64,2.74,-2.26,-0.63,1.31,-12.84,-2.25,-0.5,-0.38,-2.99,-6.85,-0.5,0.58,-6.36,1.33,-9.59,0.58,8.61,5.94,6.78,-12.19
10/3/2019,-1.31,2.74,-2.26,-0.63,1.31,-12.84,-2.25,-0.5,-0.38,-2.99,-6.85,-0.5,0.58,-6.36,1.33,-9.59,0.58,8.61,5.94,6.78,-12.19,8.61,-3.85,7.25,1.78,18.64
9/3/2019,2.74,-2.25,-0.5,-0.38,-2.99,-6.85,-0.5,0.58,-6.36,1.33,-9.59,0.58,8.61,5.94,6.78,-12.19,8.61,-3.85,7.25,1.78,18.64,-3.85,-1.32,-21.88,-4.49,32.61
8/3/2019,-2.25,-0.5,0.58,-6.36,1.33,-9.59,0.58,8.61,5.94,6.78,-12.19,8.61,-3.85,7.25,1.78,18.64,-3.85,-1.32,-21.88,-4.49,32.61,-1.32,-2.17,23.51,-1.29,-5.76
7/3/2019,-0.5,0.58,8.61,5.94,6.78,-12.19,8.61,-3.85,7.25,1.78,18.64,-3.85,-1.32,-21.88,-4.49,32.61,-1.32,-2.17,23.51,-1.29,-5.76,-2.18,0.18,-1.23,1.77,16.03
6/3/2019,0.58,8.61,-3.85,7.25,1.78,18.64,-3.85,-1.32,-21.88,-4.49,32.61,-1.32,-2.17,23.51,-1.29,-5.76,-2.18,0.18,-1.23,1.77,16.03,0.18,0.2,-0.36,-3.48,-39.49
5/3/2019,8.61,-3.85,-1.32,-21.88,-4.49,32.61,-1.32,-2.17,23.51,-1.29,-5.76,-2.18,0.18,-1.23,1.77,16.03,0.18,0.2,-0.36,-3.48,-39.49,0.2,-1.07,-13.18,3.85,-0.19
4/3/2019,-3.85,-1.32,-2.17,23.51,-1.29,-5.76,-2.18,0.18,-1.23,1.77,16.03,0.18,0.2,-0.36,-3.48,-39.49,0.2,-1.07,-13.18,3.85,-0.19,-1.08,-1.16,15.1,-4.71,37.11
3/3/2019,-1.32,-2.18,0.18,-1.23,1.77,16.03,0.18,0.2,-0.36,-3.48,-39.49,0.2,-1.07,-13.18,3.85,-0.19,-1.08,-1.16,15.1,-4.71,37.11,-1.16,4,-2.06,1.23,11.37
2/3/2019,-2.18,0.18,0.2,-0.36,-3.48,-39.49,0.2,-1.07,-13.18,3.85,-0.19,-1.08,-1.16,15.1,-4.71,37.11,-1.16,4,-2.06,1.23,11.37,4.02,-16.03,-14.61,-0.02,-26.22
1/3/2019,0.18,0.2,-1.07,-13.18,3.85,-0.19,-1.08,-1.16,15.1,-4.71,37.11,-1.16,4,-2.06,1.23,11.37,4.02,-16.03,-14.61,-0.02,-26.22,-16.03,6.99,4.07,-9.17,72.08
28/2/2019,0.2,-1.08,-1.16,15.1,-4.71,37.11,-1.16,4,-2.06,1.23,11.37,4.02,-16.03,-14.61,-0.02,-26.22,-16.03,6.99,4.07,-9.17,72.08,6.98,1.5,7.04,1.39,22.39
27/2/2019,-1.08,-1.16,4,-2.06,1.23,11.37,4.02,-16.03,-14.61,-0.02,-26.22,-16.03,6.99,4.07,-9.17,72.08,6.98,1.5,7.04,1.39,22.39,1.5,-2.16,-0.48,0.54,-5.83
26/2/2019,-1.16,4.02,-16.03,-14.61,-0.02,-26.22,-16.03,6.99,4.07,-9.17,72.08,6.98,1.5,7.04,1.39,22.39,1.5,-2.16,-0.48,0.54,-5.83,-2.23,3.46,0.06,1.86,-16.26
25/2/2019,4.02,-16.03,6.99,4.07,-9.17,72.08,6.98,1.5,7.04,1.39,22.39,1.5,-2.16,-0.48,0.54,-5.83,-2.23,3.46,0.06,1.86,-16.26,3.54,-1.21,-0.25,-2.03,-13.03
24/2/2019,-16.03,6.98,1.5,7.04,1.39,22.39,1.5,-2.16,-0.48,0.54,-5.83,-2.23,3.46,0.06,1.86,-16.26,3.54,-1.21,-0.25,-2.03,-13.03,-1.23,8.97,1.49,14.98,-17.02
23/2/2019,6.98,1.5,-2.16,-0.48,0.54,-5.83,-2.23,3.46,0.06,1.86,-16.26,3.54,-1.21,-0.25,-2.03,-13.03,-1.23,8.97,1.49,14.98,-17.02,8.98,8.88,9.14,1.87,37.6
22/2/2019,1.5,-2.23,3.46,0.06,1.86,-16.26,3.54,-1.21,-0.25,-2.03,-13.03,-1.23,8.97,1.49,14.98,-17.02,8.98,8.88,9.14,1.87,37.6,8.89,0.95,8.65,0.88,62.66
21/2/2019,-2.23,3.54,-1.21,-0.25,-2.03,-13.03,-1.23,8.97,1.49,14.98,-17.02,8.98,8.88,9.14,1.87,37.6,8.89,0.95,8.65,0.88,62.66,0.94,0.62,0.4,0.69,-6.33
20/2/2019,3.54,-1.23,8.97,1.49,14.98,-17.02,8.98,8.88,9.14,1.87,37.6,8.89,0.95,8.65,0.88,62.66,0.94,0.62,0.4,0.69,-6.33,0.63,-1.01,-0.37,0.36,-2.07
19/2/2019,-1.23,8.98,8.88,9.14,1.87,37.6,8.89,0.95,8.65,0.88,62.66,0.94,0.62,0.4,0.69,-6.33,0.63,-1.01,-0.37,0.36,-2.07,-1.02,-0.37,-1.36,-0.51,-5.83
18/2/2019,8.98,8.89,0.95,8.65,0.88,62.66,0.94,0.62,0.4,0.69,-6.33,0.63,-1.01,-0.37,0.36,-2.07,-1.02,-0.37,-1.36,-0.51,-5.83,-0.34,1.1,1.76,1.49,7.49
17/2/2019,8.89,0.94,0.62,0.4,0.69,-6.33,0.63,-1.01,-0.37,0.36,-2.07,-1.02,-0.37,-1.36,-0.51,-5.83,-0.34,1.1,1.76,1.49,7.49,1.1,-2.9,-0.85,-0.23,-6.36
16/2/2019,0.94,0.63,-1.01,-0.37,0.36,-2.07,-1.02,-0.37,-1.36,-0.51,-5.83,-0.34,1.1,1.76,1.49,7.49,1.1,-2.9,-0.85,-0.23,-6.36,-2.9,4.6,-0.33,2.69,-3.01
15/2/2019,0.63,-1.02,-0.37,-1.36,-0.51,-5.83,-0.34,1.1,1.76,1.49,7.49,1.1,-2.9,-0.85,-0.23,-6.36,-2.9,4.6,-0.33,2.69,-3.01,4.59,0.14,3.61,-1.31,21.31
14/2/2019,-1.02,-0.34,1.1,1.76,1.49,7.49,1.1,-2.9,-0.85,-0.23,-6.36,-2.9,4.6,-0.33,2.69,-3.01,4.59,0.14,3.61,-1.31,21.31,0.18,14.08,-1.22,13.54,-43.31
13/2/2019,-0.34,1.1,-2.9,-0.85,-0.23,-6.36,-2.9,4.6,-0.33,2.69,-3.01,4.59,0.14,3.61,-1.31,21.31,0.18,14.08,-1.22,13.54,-43.31,14.04,-0.08,15.51,-0.38,81.98
12/2/2019,1.1,-2.9,4.6,-0.33,2.69,-3.01,4.59,0.14,3.61,-1.31,21.31,0.18,14.08,-1.22,13.54,-43.31,14.04,-0.08,15.51,-0.38,81.98,-0.08,-2.55,-1.44,1.97,-17.89
11/2/2019,-2.9,4.59,0.14,3.61,-1.31,21.31,0.18,14.08,-1.22,13.54,-43.31,14.04,-0.08,15.51,-0.38,81.98,-0.08,-2.55,-1.44,1.97,-17.89,-2.55,-0.5,-0.6,-4.05,31.69
10/2/2019,4.59,0.18,14.08,-1.22,13.54,-43.31,14.04,-0.08,15.51,-0.38,81.98,-0.08,-2.55,-1.44,1.97,-17.89,-2.55,-0.5,-0.6,-4.05,31.69,-0.49,0.26,-0.84,-0.33,-6.97
9/2/2019,0.18,14.04,-0.08,15.51,-0.38,81.98,-0.08,-2.55,-1.44,1.97,-17.89,-2.55,-0.5,-0.6,-4.05,31.69,-0.49,0.26,-0.84,-0.33,-6.97,0.26,-2.75,-1.81,0.55,0.2
8/2/2019,14.04,-0.08,-2.55,-1.44,1.97,-17.89,-2.55,-0.5,-0.6,-4.05,31.69,-0.49,0.26,-0.84,-0.33,-6.97,0.26,-2.75,-1.81,0.55,0.2,-2.76,3.44,0.08,0.07,18.44
7/2/2019,-0.08,-2.55,-0.5,-0.6,-4.05,31.69,-0.49,0.26,-0.84,-0.33,-6.97,0.26,-2.75,-1.81,0.55,0.2,-2.76,3.44,0.08,0.07,18.44,3.46,0.23,2.41,1.8,-15.06
