Date,Change.L,C_1,O_1,H_1,L_1,V_1,C_2,O_2,H_2,L_2,V_2,C_3,O_3,H_3,L_3,V_3,C_4,O_4,H_4,L_4,V_4,C_5,O_5,H_5,L_5,V_5
3/4/2021,2.79,8.47,2.57,8.08,2.77,18.75,2.61,4.23,1.98,6.92,-19.69,4.18,1.33,4.72,-0.78,-14.52,1.34,7.71,0.99,6.57,56.19,7.7,-1.52,6.65,0.99,48.09
2/4/2021,2.77,2.61,4.23,1.98,6.92,-19.69,4.18,1.33,4.72,-0.78,-14.52,1.34,7.71,0.99,6.57,56.19,7.7,-1.52,6.65,0.99,48.09,-1.53,0.84,-0.4,-0.31,-6.43
1/4/2021,6.92,4.18,1.33,4.72,-0.78,-14.52,1.34,7.71,0.99,6.57,56.19,7.7,-1.52,6.65,0.99,48.09,-1.53,0.84,-0.4,-0.31,-6.43,0.85,7.08,1.91,5.1,-14.63
31/3/2021,-0.78,1.34,7.71,0.99,6.57,56.19,7.7,-1.52,6.65,0.99,48.09,-1.53,0.84,-0.4,-0.31,-6.43,0.85,7.08,1.91,5.1,-14.63,7.06,0.26,4.81,2.33,6.49
30/3/2021,6.57,7.7,-1.52,6.65,0.99,48.09,-1.53,0.84,-0.4,-0.31,-6.43,0.85,7.08,1.91,5.1,-14.63,7.06,0.26,4.81,2.33,6.49,0.26,-5.17,-6.81,0.23,-18.09
29/3/2021,0.99,-1.53,0.84,-0.4,-0.31,-6.43,0.85,7.08,1.91,5.1,-14.63,7.06,0.26,4.81,2.33,6.49,0.26,-5.17,-6.81,0.23,-18.09,-5.13,-0.78,1.15,-6.51,28.77
28/3/2021,-0.31,0.85,7.08,1.91,5.1,-14.63,7.06,0.26,4.81,2.33,6.49,0.26,-5.17,-6.81,0.23,-18.09,-5.13,-0.78,1.15,-6.51,28.77,-0.86,-5.72,-4.79,-0.31,-7.59
27/3/2021,5.1,7.06,0.26,4.81,2.33,6.49,0.26,-5.17,-6.81,0.23,-18.09,-5.13,-0.78,1.15,-6.51,28.77,-0.86,-5.72,-4.79,-0.31,-7.59,-5.68,-1.16,-0.51,-5.1,10.49
26/3/2021,2.33,0.26,-5.17,-6.81,0.23,-18.09,-5.13,-0.78,1.15,-6.51,28.77,-0.86,-5.72,-4.79,-0.31,-7.59,-5.68,-1.16,-0.51,-5.1,10.49,-1.16,-0.25,-2.8,-2.95,5190.42
25/3/2021,0.23,-5.13,-0.78,1.15,-6.51,28.77,-0.86,-5.72,-4.79,-0.31,-7.59,-5.68,-1.16,-0.51,-5.1,10.49,-1.16,-0.25,-2.8,-2.95,5190.42,-0.28,1.87,1.04,3.81,-97.75
24/3/2021,-6.51,-0.86,-5.72,-4.79,-0.31,-7.59,-5.68,-1.16,-0.51,-5.1,10.49,-1.16,-0.25,-2.8,-2.95,5190.42,-0.28,1.87,1.04,3.81,-97.75,1.89,-2.62,-0.02,-1.44,-21.57
23/3/2021,-0.31,-5.68,-1.16,-0.51,-5.1,10.49,-1.16,-0.25,-2.8,-2.95,5190.42,-0.28,1.87,1.04,3.81,-97.75,1.89,-2.62,-0.02,-1.44,-21.57,-2.59,1.06,0.62,0.99,2
22/3/2021,-5.1,-1.16,-0.25,-2.8,-2.95,5190.42,-0.28,1.87,1.04,3.81,-97.75,1.89,-2.62,-0.02,-1.44,-21.57,-2.59,1.06,0.62,0.99,2,1.03,0.7,1.13,1.61,-17.13
21/3/2021,-2.95,-0.28,1.87,1.04,3.81,-97.75,1.89,-2.62,-0.02,-1.44,-21.57,-2.59,1.06,0.62,0.99,2,1.03,0.7,1.13,1.61,-17.13,0.7,-3.04,-3.87,-1.67,6.47
20/3/2021,3.81,1.89,-2.62,-0.02,-1.44,-21.57,-2.59,1.06,0.62,0.99,2,1.03,0.7,1.13,1.61,-17.13,0.7,-3.04,-3.87,-1.67,6.47,-3.07,-3.81,-2.16,-4.99,153.14
19/3/2021,-1.44,-2.59,1.06,0.62,0.99,2,1.03,0.7,1.13,1.61,-17.13,0.7,-3.04,-3.87,-1.67,6.47,-3.07,-3.81,-2.16,-4.99,153.14,-3.75,8.73,-0.57,6.14,-62.48
18/3/2021,0.99,1.03,0.7,1.13,1.61,-17.13,0.7,-3.04,-3.87,-1.67,6.47,-3.07,-3.81,-2.16,-4.99,153.14,-3.75,8.73,-0.57,6.14,-62.48,8.73,-3.3,5.55,0.42,17.76
17/3/2021,1.61,0.7,-3.04,-3.87,-1.67,6.47,-3.07,-3.81,-2.16,-4.99,153.14,-3.75,8.73,-0.57,6.14,-62.48,8.73,-3.3,5.55,0.42,17.76,-3.23,1.85,-0.22,-0.34,-3.8
16/3/2021,-1.67,-3.07,-3.81,-2.16,-4.99,153.14,-3.75,8.73,-0.57,6.14,-62.48,8.73,-3.3,5.55,0.42,17.76,-3.23,1.85,-0.22,-0.34,-3.8,1.76,-4.01,-1.63,-1.73,-4.82
15/3/2021,-4.99,-3.75,8.73,-0.57,6.14,-62.48,8.73,-3.3,5.55,0.42,17.76,-3.23,1.85,-0.22,-0.34,-3.8,1.76,-4.01,-1.63,-1.73,-4.82,-4.01,2.06,0.37,-2.32,5.06
14/3/2021,6.14,8.73,-3.3,5.55,0.42,17.76,-3.23,1.85,-0.22,-0.34,-3.8,1.76,-4.01,-1.63,-1.73,-4.82,-4.01,2.06,0.37,-2.32,5.06,2.05,6.04,1.52,8.15,-19.8
13/3/2021,0.42,-3.23,1.85,-0.22,-0.34,-3.8,1.76,-4.01,-1.63,-1.73,-4.82,-4.01,2.06,0.37,-2.32,5.06,2.05,6.04,1.52,8.15,-19.8,5.98,4.62,6.24,1.88,16.57
12/3/2021,-0.34,1.76,-4.01,-1.63,-1.73,-4.82,-4.01,2.06,0.37,-2.32,5.06,2.05,6.04,1.52,8.15,-19.8,5.98,4.62,6.24,1.88,16.57,4.78,7.89,3.76,7.93,-18.36
11/3/2021,-1.73,-4.01,2.06,0.37,-2.32,5.06,2.05,6.04,1.52,8.15,-19.8,5.98,4.62,6.24,1.88,16.57,4.78,7.89,3.76,7.93,-18.36,7.77,-0.62,7.83,4.94,23.95
10/3/2021,-2.32,2.05,6.04,1.52,8.15,-19.8,5.98,4.62,6.24,1.88,16.57,4.78,7.89,3.76,7.93,-18.36,7.77,-0.62,7.83,4.94,23.95,-0.54,-1.79,-4.62,-4.22,-1.76
9/3/2021,8.15,5.98,4.62,6.24,1.88,16.57,4.78,7.89,3.76,7.93,-18.36,7.77,-0.62,7.83,4.94,23.95,-0.54,-1.79,-4.62,-4.22,-1.76,-2.06,5.31,-1.77,1.97,45.3
8/3/2021,1.88,4.78,7.89,3.76,7.93,-18.36,7.77,-0.62,7.83,4.94,23.95,-0.54,-1.79,-4.62,-4.22,-1.76,-2.06,5.31,-1.77,1.97,45.3,5.54,-5.17,3.18,1.41,-32.76
7/3/2021,7.93,7.77,-0.62,7.83,4.94,23.95,-0.54,-1.79,-4.62,-4.22,-1.76,-2.06,5.31,-1.77,1.97,45.3,5.54,-5.17,3.18,1.41,-32.76,-5.19,10.65,1.97,3.24,-9.38
6/3/2021,4.94,-0.54,-1.79,-4.62,-4.22,-1.76,-2.06,5.31,-1.77,1.97,45.3,5.54,-5.17,3.18,1.41,-32.76,-5.19,10.65,1.97,3.24,-9.38,10.66,-2.74,7.04,9.02,-7.25
5/3/2021,-4.22,-2.06,5.31,-1.77,1.97,45.3,5.54,-5.17,3.18,1.41,-32.76,-5.19,10.65,1.97,3.24,-9.38,10.66,-2.74,7.04,9.02,-7.25,-2.75,0.91,-3.92,-9.27,32.69
4/3/2021,1.97,5.54,-5.17,3.18,1.41,-32.76,-5.19,10.65,1.97,3.24,-9.38,10.66,-2.74,7.04,9.02,-7.25,-2.75,0.91,-3.92,-9.27,32.69,0.93,-2.1,-2.18,1.7,-26.76
3/3/2021,1.41,-5.19,10.65,1.97,3.24,-9.38,10.66,-2.74,7.04,9.02,-7.25,-2.75,0.91,-3.92,-9.27,32.69,0.93,-2.1,-2.18,1.7,-26.76,-2.08,-9.05,-6.44,-3.94,21.71
2/3/2021,3.24,10.66,-2.74,7.04,9.02,-7.25,-2.75,0.91,-3.92,-9.27,32.69,0.93,-2.1,-2.18,1.7,-26.76,-2.08,-9.05,-6.44,-3.94,21.71,-9.09,2.88,-2.45,-2.98,-20.09
1/3/2021,9.02,-2.75,0.91,-3.92,-9.27,32.69,0.93,-2.1,-2.18,1.7,-26.76,-2.08,-9.05,-6.44,-3.94,21.71,-9.09,2.88,-2.45,-2.98,-20.09,2.89,-11.2,-3.95,9.88,-39.17
28/2/2021,-9.27,0.93,-2.1,-2.18,1.7,-26.76,-2.08,-9.05,-6.44,-3.94,21.71,-9.09,2.88,-2.45,-2.98,-20.09,2.89,-11.2,-3.95,9.88,-39.17,-11.21,-8.08,-7.94,-12.25,34.33
27/2/2021,1.7,-2.08,-9.05,-6.44,-3.94,21.71,-9.09,2.88,-2.45,-2.98,-20.09,2.89,-11.2,-3.95,9.88,-39.17,-11.21,-8.08,-7.94,-12.25,34.33,-8.08,1.07,-2.02,-17.18,82.31
26/2/2021,-3.94,-9.09,2.88,-2.45,-2.98,-20.09,2.89,-11.2,-3.95,9.88,-39.17,-11.21,-8.08,-7.94,-12.25,34.33,-8.08,1.07,-2.02,-17.18,82.31,1.02,-2.18,-3.22,4.76,-35.81
25/2/2021,-2.98,2.89,-11.2,-3.95,9.88,-39.17,-11.21,-8.08,-7.94,-12.25,34.33,-8.08,1.07,-2.02,-17.18,82.31,1.02,-2.18,-3.22,4.76,-35.81,-2.13,1.1,3.65,-4.9,28.65
24/2/2021,9.88,-11.21,-8.08,-7.94,-12.25,34.33,-8.08,1.07,-2.02,-17.18,82.31,1.02,-2.18,-3.22,4.76,-35.81,-2.13,1.1,3.65,-4.9,28.65,1.11,4.55,0.97,2.36,101.84
23/2/2021,-12.25,-8.08,1.07,-2.02,-17.18,82.31,1.02,-2.18,-3.22,4.76,-35.81,-2.13,1.1,3.65,-4.9,28.65,1.11,4.55,0.97,2.36,101.84,4.67,3.85,5.18,6.63,-47.82
22/2/2021,-17.18,1.02,-2.18,-3.22,4.76,-35.81,-2.13,1.1,3.65,-4.9,28.65,1.11,4.55,0.97,2.36,101.84,4.67,3.85,5.18,6.63,-47.82,3.72,0.16,1.48,0.43,14.19
21/2/2021,4.76,-2.13,1.1,3.65,-4.9,28.65,1.11,4.55,0.97,2.36,101.84,4.67,3.85,5.18,6.63,-47.82,3.72,0.16,1.48,0.43,14.19,0.16,-1.22,-0.46,3.95,-23.71
20/2/2021,-4.9,1.11,4.55,0.97,2.36,101.84,4.67,3.85,5.18,6.63,-47.82,3.72,0.16,1.48,0.43,14.19,0.16,-1.22,-0.46,3.95,-23.71,-1.27,-0.82,-0.78,-7.05,35.66
19/2/2021,2.36,4.67,3.85,5.18,6.63,-47.82,3.72,0.16,1.48,0.43,14.19,0.16,-1.22,-0.46,3.95,-23.71,-1.27,-0.82,-0.78,-7.05,35.66,-0.76,-1.38,-1.14,1.19,-0.69
18/2/2021,6.63,3.72,0.16,1.48,0.43,14.19,0.16,-1.22,-0.46,3.95,-23.71,-1.27,-0.82,-0.78,-7.05,35.66,-0.76,-1.38,-1.14,1.19,-0.69,-1.39,3.03,0.49,1.44,-17.71
17/2/2021,0.43,0.16,-1.22,-0.46,3.95,-23.71,-1.27,-0.82,-0.78,-7.05,35.66,-0.76,-1.38,-1.14,1.19,-0.69,-1.39,3.03,0.49,1.44,-17.71,3.06,2.56,2.45,2.12,12.18
16/2/2021,3.95,-1.27,-0.82,-0.78,-7.05,35.66,-0.76,-1.38,-1.14,1.19,-0.69,-1.39,3.03,0.49,1.44,-17.71,3.06,2.56,2.45,2.12,12.18,2.54,-1.62,-0.97,1.27,-22.39
15/2/2021,-7.05,-0.76,-1.38,-1.14,1.19,-0.69,-1.39,3.03,0.49,1.44,-17.71,3.06,2.56,2.45,2.12,12.18,2.54,-1.62,-0.97,1.27,-22.39,-1.61,1.18,0.9,-1.63,3.61
14/2/2021,1.19,-1.39,3.03,0.49,1.44,-17.71,3.06,2.56,2.45,2.12,12.18,2.54,-1.62,-0.97,1.27,-22.39,-1.61,1.18,0.9,-1.63,3.61,1.17,8.51,2.47,9.25,-10.6
13/2/2021,1.44,3.06,2.56,2.45,2.12,12.18,2.54,-1.62,-0.97,1.27,-22.39,-1.61,1.18,0.9,-1.63,3.61,1.17,8.51,2.47,9.25,-10.6,8.51,-3.8,4.89,5.01,11.86
12/2/2021,2.12,2.54,-1.62,-0.97,1.27,-22.39,-1.61,1.18,0.9,-1.63,3.61,1.17,8.51,2.47,9.25,-10.6,8.51,-3.8,4.89,5.01,11.86,-3.8,-2.47,-2.9,-9.49,8.99
11/2/2021,1.27,-1.61,1.18,0.9,-1.63,3.61,1.17,8.51,2.47,9.25,-10.6,8.51,-3.8,4.89,5.01,11.86,-3.8,-2.47,-2.9,-9.49,8.99,-2.48,7.85,-0.98,3.7,-1.11
10/2/2021,-1.63,1.17,8.51,2.47,9.25,-10.6,8.51,-3.8,4.89,5.01,11.86,-3.8,-2.47,-2.9,-9.49,8.99,-2.48,7.85,-0.98,3.7,-1.11,7.85,-4.22,3.92,1.2,-23.08
9/2/2021,9.25,8.51,-3.8,4.89,5.01,11.86,-3.8,-2.47,-2.9,-9.49,8.99,-2.48,7.85,-0.98,3.7,-1.11,7.85,-4.22,3.92,1.2,-23.08,-4.23,10.07,1.54,3.98,3.08
8/2/2021,5.01,-3.8,-2.47,-2.9,-9.49,8.99,-2.48,7.85,-0.98,3.7,-1.11,7.85,-4.22,3.92,1.2,-23.08,-4.23,10.07,1.54,3.98,3.08,10.12,10.1,7.83,10.92,-16.85
7/2/2021,-9.49,-2.48,7.85,-0.98,3.7,-1.11,7.85,-4.22,3.92,1.2,-23.08,-4.23,10.07,1.54,3.98,3.08,10.12,10.1,7.83,10.92,-16.85,10.05,4.62,12.38,7.04,65.45
6/2/2021,3.7,7.85,-4.22,3.92,1.2,-23.08,-4.23,10.07,1.54,3.98,3.08,10.12,10.1,7.83,10.92,-16.85,10.05,4.62,12.38,7.04,65.45,4.62,-4.67,-0.26,-0.8,7.14
5/2/2021,1.2,-4.23,10.07,1.54,3.98,3.08,10.12,10.1,7.83,10.92,-16.85,10.05,4.62,12.38,7.04,65.45,4.62,-4.67,-0.26,-0.8,7.14,-4.66,-0.2,-1.83,-3.41,-3.14
4/2/2021,3.98,10.12,10.1,7.83,10.92,-16.85,10.05,4.62,12.38,7.04,65.45,4.62,-4.67,-0.26,-0.8,7.14,-4.66,-0.2,-1.83,-3.41,-3.14,-0.17,3.81,-2.12,3.06,-52.25
3/2/2021,10.92,10.05,4.62,12.38,7.04,65.45,4.62,-4.67,-0.26,-0.8,7.14,-4.66,-0.2,-1.83,-3.41,-3.14,-0.17,3.81,-2.12,3.06,-52.25,3.83,6.53,5.65,5.5,308.94
2/2/2021,7.04,4.62,-4.67,-0.26,-0.8,7.14,-4.66,-0.2,-1.83,-3.41,-3.14,-0.17,3.81,-2.12,3.06,-52.25,3.83,6.53,5.65,5.5,308.94,6.48,-8.67,-0.93,0.89,-71.92
1/2/2021,-0.8,-4.66,-0.2,-1.83,-3.41,-3.14,-0.17,3.81,-2.12,3.06,-52.25,3.83,6.53,5.65,5.5,308.94,6.48,-8.67,-0.93,0.89,-71.92,-8.68,3.68,-0.41,-2.89,13.28
31/1/2021,-3.41,-0.17,3.81,-2.12,3.06,-52.25,3.83,6.53,5.65,5.5,308.94,6.48,-8.67,-0.93,0.89,-71.92,-8.68,3.68,-0.41,-2.89,13.28,3.67,-5.25,-6.56,-3.98,-7.58
30/1/2021,3.06,3.83,6.53,5.65,5.5,308.94,6.48,-8.67,-0.93,0.89,-71.92,-8.68,3.68,-0.41,-2.89,13.28,3.67,-5.25,-6.56,-3.98,-7.58,-5.21,12.75,5.48,6.22,20.43
29/1/2021,5.5,6.48,-8.67,-0.93,0.89,-71.92,-8.68,3.68,-0.41,-2.89,13.28,3.67,-5.25,-6.56,-3.98,-7.58,-5.21,12.75,5.48,6.22,20.43,12.72,-0.08,9.94,2.11,57.53
28/1/2021,0.89,-8.68,3.68,-0.41,-2.89,13.28,3.67,-5.25,-6.56,-3.98,-7.58,-5.21,12.75,5.48,6.22,20.43,12.72,-0.08,9.94,2.11,57.53,-0.1,10.41,-0.09,14.54,-50.34
27/1/2021,-2.89,3.67,-5.25,-6.56,-3.98,-7.58,-5.21,12.75,5.48,6.22,20.43,12.72,-0.08,9.94,2.11,57.53,-0.1,10.41,-0.09,14.54,-50.34,10.49,-18.85,-8.26,-4.59,6.52
26/1/2021,-3.98,-5.21,12.75,5.48,6.22,20.43,12.72,-0.08,9.94,2.11,57.53,-0.1,10.41,-0.09,14.54,-50.34,10.49,-18.85,-8.26,-4.59,6.52,-18.89,0.41,-1.36,-11.48,-9.51
25/1/2021,6.22,12.72,-0.08,9.94,2.11,57.53,-0.1,10.41,-0.09,14.54,-50.34,10.49,-18.85,-8.26,-4.59,6.52,-18.89,0.41,-1.36,-11.48,-9.51,0.4,9.05,-2.15,-1.2,34.36
24/1/2021,2.11,-0.1,10.41,-0.09,14.54,-50.34,10.49,-18.85,-8.26,-4.59,6.52,-18.89,0.41,-1.36,-11.48,-9.51,0.4,9.05,-2.15,-1.2,34.36,9.06,1.96,14.05,5.76,31.21
23/1/2021,14.54,10.49,-18.85,-8.26,-4.59,6.52,-18.89,0.41,-1.36,-11.48,-9.51,0.4,9.05,-2.15,-1.2,34.36,9.06,1.96,14.05,5.76,31.21,2.06,0.46,-0.69,1.35,-19.53
22/1/2021,-4.59,-18.89,0.41,-1.36,-11.48,-9.51,0.4,9.05,-2.15,-1.2,34.36,9.06,1.96,14.05,5.76,31.21,2.06,0.46,-0.69,1.35,-19.53,0.36,4.8,-1.7,1.24,-6.11
21/1/2021,-11.48,0.4,9.05,-2.15,-1.2,34.36,9.06,1.96,14.05,5.76,31.21,2.06,0.46,-0.69,1.35,-19.53,0.36,4.8,-1.7,1.24,-6.11,4.83,-4.96,2.77,6.94,-19.65
20/1/2021,-1.2,9.06,1.96,14.05,5.76,31.21,2.06,0.46,-0.69,1.35,-19.53,0.36,4.8,-1.7,1.24,-6.11,4.83,-4.96,2.77,6.94,-19.65,-4.44,9.26,0.77,-0.86,83.87
19/1/2021,5.76,2.06,0.46,-0.69,1.35,-19.53,0.36,4.8,-1.7,1.24,-6.11,4.83,-4.96,2.77,6.94,-19.65,-4.44,9.26,0.77,-0.86,83.87,8.66,7.48,9.86,9.84,-31.11
18/1/2021,1.35,0.36,4.8,-1.7,1.24,-6.11,4.83,-4.96,2.77,6.94,-19.65,-4.44,9.26,0.77,-0.86,83.87,8.66,7.48,9.86,9.84,-31.11,7.45,-3.38,-1.26,-1.72,-27.18
17/1/2021,1.24,4.83,-4.96,2.77,6.94,-19.65,-4.44,9.26,0.77,-0.86,83.87,8.66,7.48,9.86,9.84,-31.11,7.45,-3.38,-1.26,-1.72,-27.18,-3.78,-13.45,-8.6,9.84,-26.25
16/1/2021,6.94,-4.44,9.26,0.77,-0.86,83.87,8.66,7.48,9.86,9.84,-31.11,7.45,-3.38,-1.26,-1.72,-27.18,-3.78,-13.45,-8.6,9.84,-26.25,-13.1,-1.57,-6.73,-22.24,58.11
15/1/2021,-0.86,8.66,7.48,9.86,9.84,-31.11,7.45,-3.38,-1.26,-1.72,-27.18,-3.78,-13.45,-8.6,9.84,-26.25,-13.1,-1.57,-6.73,-22.24,58.11,-1.53,4.93,3.55,0.69,33.17
14/1/2021,9.84,7.45,-3.38,-1.26,-1.72,-27.18,-3.78,-13.45,-8.6,9.84,-26.25,-13.1,-1.57,-6.73,-22.24,58.11,-1.53,4.93,3.55,0.69,33.17,4.92,-0.69,2.41,9.65,-26.57
13/1/2021,-1.72,-3.78,-13.45,-8.6,9.84,-26.25,-13.1,-1.57,-6.73,-22.24,58.11,-1.53,4.93,3.55,0.69,33.17,4.92,-0.69,2.41,9.65,-26.57,-0.7,1.29,-1.22,-7.27,0
12/1/2021,9.84,-13.1,-1.57,-6.73,-22.24,58.11,-1.53,4.93,3.55,0.69,33.17,4.92,-0.69,2.41,9.65,-26.57,-0.7,1.29,-1.22,-7.27,0,1.37,9.91,6.28,8.71,-27.73
11/1/2021,-22.24,-1.53,4.93,3.55,0.69,33.17,4.92,-0.69,2.41,9.65,-26.57,-0.7,1.29,-1.22,-7.27,0,1.37,9.91,6.28,8.71,-27.73,9.85,5.5,7,8.57,15.38
10/1/2021,0.69,4.92,-0.69,2.41,9.65,-26.57,-0.7,1.29,-1.22,-7.27,0,1.37,9.91,6.28,8.71,-27.73,9.85,5.5,7,8.57,15.38,5.48,6.62,-2.31,9.24,-37.38
9/1/2021,9.65,-0.7,1.29,-1.22,-7.27,0,1.37,9.91,6.28,8.71,-27.73,9.85,5.5,7,8.57,15.38,5.48,6.62,-2.31,9.24,-37.38,6.92,26.24,14.85,16.2,29.1
8/1/2021,-7.27,1.37,9.91,6.28,8.71,-27.73,9.85,5.5,7,8.57,15.38,5.48,6.62,-2.31,9.24,-37.38,6.92,26.24,14.85,16.2,29.1,25.88,6.25,28.1,7.61,78.67
7/1/2021,8.71,9.85,5.5,7,8.57,15.38,5.48,6.62,-2.31,9.24,-37.38,6.92,26.24,14.85,16.2,29.1,25.88,6.25,28.1,7.61,78.67,6.22,-0.93,5.11,-0.08,37.2
6/1/2021,8.57,5.48,6.62,-2.31,9.24,-37.38,6.92,26.24,14.85,16.2,29.1,25.88,6.25,28.1,7.61,78.67,6.22,-0.93,5.11,-0.08,37.2,-0.93,-2.13,-0.82,-1.23,57.69
5/1/2021,9.24,6.92,26.24,14.85,16.2,29.1,25.88,6.25,28.1,7.61,78.67,6.22,-0.93,5.11,-0.08,37.2,-0.93,-2.13,-0.82,-1.23,57.69,-2.11,2.72,-0.26,0.62,-44.09
4/1/2021,16.2,25.88,6.25,28.1,7.61,78.67,6.22,-0.93,5.11,-0.08,37.2,-0.93,-2.13,-0.82,-1.23,57.69,-2.11,2.72,-0.26,0.62,-44.09,2.74,0.24,2.34,4.34,2.2
3/1/2021,7.61,6.22,-0.93,5.11,-0.08,37.2,-0.93,-2.13,-0.82,-1.23,57.69,-2.11,2.72,-0.26,0.62,-44.09,2.74,0.24,2.34,4.34,2.2,0.23,6.8,-1.08,1.14,-33.82
2/1/2021,-0.08,-0.93,-2.13,-0.82,-1.23,57.69,-2.11,2.72,-0.26,0.62,-44.09,2.74,0.24,2.34,4.34,2.2,0.23,6.8,-1.08,1.14,-33.82,6.78,7.45,4.53,8.83,19.05
1/1/2021,-1.23,-2.11,2.72,-0.26,0.62,-44.09,2.74,0.24,2.34,4.34,2.2,0.23,6.8,-1.08,1.14,-33.82,6.78,7.45,4.53,8.83,19.05,7.4,1.49,9.67,1.8,19.07
31/12/2020,0.62,2.74,0.24,2.34,4.34,2.2,0.23,6.8,-1.08,1.14,-33.82,6.78,7.45,4.53,8.83,19.05,7.4,1.49,9.67,1.8,19.07,1.54,2.39,2.91,1.82,14.12
30/12/2020,4.34,0.23,6.8,-1.08,1.14,-33.82,6.78,7.45,4.53,8.83,19.05,7.4,1.49,9.67,1.8,19.07,1.54,2.39,2.91,1.82,14.12,2.38,4.6,3.09,6.86,-1.16
29/12/2020,1.14,6.78,7.45,4.53,8.83,19.05,7.4,1.49,9.67,1.8,19.07,1.54,2.39,2.91,1.82,14.12,2.38,4.6,3.09,6.86,-1.16,4.55,-8.1,-3.63,2.18,-21.82
28/12/2020,8.83,7.4,1.49,9.67,1.8,19.07,1.54,2.39,2.91,1.82,14.12,2.38,4.6,3.09,6.86,-1.16,4.55,-8.1,-3.63,2.18,-21.82,-8.12,4.8,0.1,-5.81,3.77
27/12/2020,1.8,1.54,2.39,2.91,1.82,14.12,2.38,4.6,3.09,6.86,-1.16,4.55,-8.1,-3.63,2.18,-21.82,-8.12,4.8,0.1,-5.81,3.77,4.87,-4.77,-1.61,-1.96,12.77
26/12/2020,1.82,2.38,4.6,3.09,6.86,-1.16,4.55,-8.1,-3.63,2.18,-21.82,-8.12,4.8,0.1,-5.81,3.77,4.87,-4.77,-1.61,-1.96,12.77,-4.76,-2.97,-1.99,-3.6,-10.9
25/12/2020,6.86,4.55,-8.1,-3.63,2.18,-21.82,-8.12,4.8,0.1,-5.81,3.77,4.87,-4.77,-1.61,-1.96,12.77,-4.76,-2.97,-1.99,-3.6,-10.9,-3.03,0.57,-1.27,-3.64,-2.76
24/12/2020,2.18,-8.12,4.8,0.1,-5.81,3.77,4.87,-4.77,-1.61,-1.96,12.77,-4.76,-2.97,-1.99,-3.6,-10.9,-3.03,0.57,-1.27,-3.64,-2.76,0.66,1.68,0.79,2.45,-17.49
23/12/2020,-5.81,4.87,-4.77,-1.61,-1.96,12.77,-4.76,-2.97,-1.99,-3.6,-10.9,-3.03,0.57,-1.27,-3.64,-2.76,0.66,1.68,0.79,2.45,-17.49,1.66,0.94,-1.69,0.49,-28.34
22/12/2020,-1.96,-4.76,-2.97,-1.99,-3.6,-10.9,-3.03,0.57,-1.27,-3.64,-2.76,0.66,1.68,0.79,2.45,-17.49,1.66,0.94,-1.69,0.49,-28.34,0.91,8.23,5.88,8,18.01
21/12/2020,-3.6,-3.03,0.57,-1.27,-3.64,-2.76,0.66,1.68,0.79,2.45,-17.49,1.66,0.94,-1.69,0.49,-28.34,0.91,8.23,5.88,8,18.01,8.23,0.44,6.9,0.16,78.74
20/12/2020,-3.64,0.66,1.68,0.79,2.45,-17.49,1.66,0.94,-1.69,0.49,-28.34,0.91,8.23,5.88,8,18.01,8.23,0.44,6.9,0.16,78.74,0.46,-0.75,0.94,0.68,-2.25
19/12/2020,2.45,1.66,0.94,-1.69,0.49,-28.34,0.91,8.23,5.88,8,18.01,8.23,0.44,6.9,0.16,78.74,0.46,-0.75,0.94,0.68,-2.25,-0.83,3.98,-0.57,2.24,-12.32
18/12/2020,0.49,0.91,8.23,5.88,8,18.01,8.23,0.44,6.9,0.16,78.74,0.46,-0.75,0.94,0.68,-2.25,-0.83,3.98,-0.57,2.24,-12.32,4.11,4.39,3.7,3.58,25.31
17/12/2020,8,8.23,0.44,6.9,0.16,78.74,0.46,-0.75,0.94,0.68,-2.25,-0.83,3.98,-0.57,2.24,-12.32,4.11,4.39,3.7,3.58,25.31,4.34,-2.51,2.38,1.39,-94.63
16/12/2020,0.16,0.46,-0.75,0.94,0.68,-2.25,-0.83,3.98,-0.57,2.24,-12.32,4.11,4.39,3.7,3.58,25.31,4.34,-2.51,2.38,1.39,-94.63,-2.5,-2.64,-2.65,-2.29,53.93
15/12/2020,0.68,-0.83,3.98,-0.57,2.24,-12.32,4.11,4.39,3.7,3.58,25.31,4.34,-2.51,2.38,1.39,-94.63,-2.5,-2.64,-2.65,-2.29,53.93,-2.63,3.3,-0.41,3.41,115.38
14/12/2020,2.24,4.11,4.39,3.7,3.58,25.31,4.34,-2.51,2.38,1.39,-94.63,-2.5,-2.64,-2.65,-2.29,53.93,-2.63,3.3,-0.41,3.41,115.38,3.27,-6.1,-2.83,-3.67,12.21
13/12/2020,3.58,4.34,-2.51,2.38,1.39,-94.63,-2.5,-2.64,-2.65,-2.29,53.93,-2.63,3.3,-0.41,3.41,115.38,3.27,-6.1,-2.83,-3.67,12.21,-6.1,-1.75,-1.37,-5.72,5.05
12/12/2020,1.39,-2.5,-2.64,-2.65,-2.29,53.93,-2.63,3.3,-0.41,3.41,115.38,3.27,-6.1,-2.83,-3.67,12.21,-6.1,-1.75,-1.37,-5.72,5.05,-1.76,0.83,-0.63,0.15,-41.25
